201,"SRI VIDYAMANDIRA HIGH SCHOOL,MALLESWARAM,BENGALURU NORTH,",13.0019988,77.5702422
202,"INDIAN HIGH SCHOOL,NO.74, IST STAGE, 3RD PHASE,WEST OF CHORD ROAD,MANJUNATHANAGARA ,BENGALURU",12.9844086,77.5489692
203,"SIDDARTHA VIDYA NIKETHANA HIGH SCHOOL,,GANGONDANA HALLI, MAIN ROAD,,BENGALURU,",13.0285864,77.4889674
204,"JYOTHI HIGH SCHOOL,P.O.ST THOMAS TOWN KACHARAKANAHALLI,BENGALURU NORTH,",13.0257876,77.6275829
205,"B N R INTERNATIONAL HIGH SCHOOL,NO.48/50, BABANNA LAYOUT,MALLASANDRA,T DASARAHALLY ,BENGALURU",13.0622475,77.5103487
206,"V S S PUBLIC SCHOOL,IST A CROSS, 16TH MAIN, BSK IST STAGE,SBM COLONY, BENGALURU,",12.9379518,77.5516497
207,"KIRAN ENG HIGH SCHOOL,HEGGANAHALLY,BENGALURU,",13.0060173,77.5063774
208,"VIJAYA JYOTHI PUBLIC HIGH SCHOOL,BAGALUR,BENGALURU,",13.1314292,77.6713975
209,"GOVERNMENT HIGH SCHOOL,YESHWANTHAPUR,BENGALURU NORTH,",13.0272833,77.5404099
210,"APOLLO HIGH SCHOOL ,,GAJANANA NAGAR , HEGGANAHALLI CROSS,BENGALURU,",12.9977355,77.5046814
211,"GOVERNMENT HIGH SCHOOL,BERATENA AGRAHARA SINGASANDRA POST,BENGALURU,",12.8776107,77.6474166
212,"ST. JOSEPHS HIGH SCHOOL,BRIAND SQUARE MYSURU ROAD,BENGALURU SOUTH,",12.963415,77.5702258
213,"JOHNSON ENGLISH MEDIUM HIGH SCHOOL,NO 95/1 MANGAMMANAPALYA,BENGALURU DISTRICT,",12.9027471,77.6349979
214,"S.G.P.T.A. HIGH SCHOOL,76/1 NETAJI RD TYAGARAJANAGR BASAVANGUDI,BENGALURU,",12.9350876,77.5663535
215,"DEEPAK HIGH SCHOOL,NO.64, KALIKANAGARA,THIGALARAPALYA MAIN RD,PEENYA 2ND STAGE ,BENGALURU",13.0122083,77.4904682
216,"SRI SHARADA VIDYA NIKETHANA ENG MED HIGH SCHOOL,SHANUBHOGARA EXTN,,THANISANDRA,,K.R.PURAM,",13.0559193,77.6324513
217,"SOUTH EAST ASIAN HIGH SCHOOL,,BASAVANA PURA,,K.R.PURAM,,BENGALURU",13.0446744,77.7366423
218,"CORPORATION JUNIOR COLLEGE,MAGADI ROAD,BENGALURU SOUTH,",12.9756459,77.5628751
219,"ASHWINI HIGH SCHOOL,,T.C.NAGARA PEENYA LAGGERE POST,BENGALURU NORTH,",13.0094597,77.5187759
220,"VIDYAVAHINI HIGH SCHOOL,ANANDANAGAR,BENGALURU,",13.0296123,77.5891158
221,"VIDHATHA HIGH SCHOOL,ANEKAL,BENGALURU SOUTH,",12.7078792,77.7009403
222,"GOVERNMENT HIGH SCHOOL,POTTERY TOWN CIVIL STATION,BENGALURU NORTH,",13.0117115,77.6058169
223,"NEW CARMEL ENGLISH SCHOOL,MATHIKERE, DIVANARAPALYA,BENGALURU NORTH,",13.0246021,77.5606119
224,"MAXMILLER HIGH SCHOOL,NO 20 I-STAGE,KHB COLONY,BASAVESWARNGR,BENGALURU,",12.9426689,77.544951
225,"LOURDE`S BOYS HIGH SCHOOL,NO.14 CAMBRIDGE ROAD ULSOOR,BENGALURU SOUTH,",12.9704014,77.6284772
226,"PEENYA EDUCATION SOCIETY HIGH SCHOOL,SRS ROAD PEENYA,BENGALURU",13.0329251,77.5282555
227,"ST MARTIN HIGH SCHOOL,NO 02 7TH CROSS, MAGADI ROAD,BENGALURU,",12.9730915,77.5597781
228,"TILAK MEMORIAL ENG MEDIUM HIGH SCHOOL,MAGADI ROAD,,BENGALURU,",12.9731539,77.5617127
229,"MITRALAYA GIRLS HIGH SCHOOL,,NO.3 MISSION ROAD,,BENGALURU,",12.9644551,77.5885162
230,"GOUTAM PUBLIC HIGH SCHOOL,NO 173, 1ST MAIN ROAD,,KAMALANAGAR,,BENGALURU",12.9957707,77.5312264
231,"GOVT COMP HIGH SCHOOL,KRISHNANANDA NAGAR, NANDINI,BADAVANE, BENGALURU NORTH,",13.0171035,77.5406788
232,"SAINT THERESA GIRLS HIGH SCHOOL,,MALLASANDRA,,T.DASARAHALLI,,BENGALURU",13.0547947,77.5072734
233,"JANATA HIGH SCHOOL,CHAMARAJPET,BENGALURU SOUTH,",12.9594386,77.5600675
234,"GOVERNMENT HIGH SCHOOL,IMMODIHALLI,BENGALURU SOUTH,",12.964185,77.7587146
235,"JNANA JYOTHI HIGH SCHOOL,CANO.23, 3RD CROSS,,YALAHANKA NEW TOWN,,BENGALURU.",13.0988867,77.5862541
236,"SRI SHARADA VIDYANIKETANA ENG H S,NAGAWARA,BENGALURU,",13.036248,77.635977
237,"YASHASVI INTERNATIONAL H S,THALAGATTAPURA,,BENGALURU,",12.8649467,77.5337374
238,"ST.JOSEPH'S HIGH SCHOOL,HOMPALAGHATTA, HOSUR MAIN RD,,ANEKAL,BENGALURU SOUTH DIST.",12.6975318,77.7046788
239,"GOVERNMENT HIGH SCHOOL,B.NARAYANAPURA,BENGALURU SOUTH,",12.9980075,77.689641
240,"GURUKULA INTER NATIONAL ENG/KANN, HIGH SCHOOL, 52/4,9TH CROSS, MAGADI ROAD,,BANGALURU.",12.9741691,77.5569612
241,"SIDDARTHA RESIDENTIAL HIGH SCHOOL,BAPUJINAGAR MYSURU ROAD,BENGALURU SOUTH,",12.9577741,77.53801
242,"KINTO ENGLISH MEDIUM HIGH SCHOOL,HALEGUDDADAHALLI MYSURU ROAD,BENGALURU,",12.961051,77.546841
243,"NEW BALDWIN ENGLISH MEDIUM HIGH SCHOOL,DODDABANASAWADI ,,BENGALURU DISTRICT,",13.0150206,77.6577026
244,"BHARATIYA VIDYANIKETHAN HIGH SCHOOL,DEVASANDRA KRISHNARAJAPURAM,BENGALURU SOUTH,",12.9970471,77.5824367
245,"SREE SARVAJNA HIGH SCHOOL,VIJAYANAGAR,BENGALURU,",12.9761375,77.5393447
246,"SHANTHINIKETHAN TRUST HIGH SCHOOL,NO 5 MICO EMPLOYEES LAYOUT,BENGALURU,",12.9007511,77.6084659
247,"ST SOPHIA CONVENT HIGH SCHOOL,NO.6, 10TH BLOCK, 2ND STG,,NAGARABHAVI,,BENGALURU.",12.965872,77.509859
248,"SAMAJA SEVA MANDALI HIGH SCHOOL,THYGARAJANAGAR,BENGALURU,",12.9327635,77.5637244
249,"ST.THERESA'S GIRLS HIGH SCHOOL,CHAMARAJPET,BENGALURU SOUTH,",12.9624404,77.5687756
250,"ST.MARY'S GIRLS HIGH SCHOOL,NO.3 MILLER ROAD,BENGALURU NORTH,",12.9886027,77.5909424
251,"MARY IMMACULATE HIGH SCHOOL,18TH CROSS WILSON GARDENS,BENGALURU SOUTH,",12.9447265,77.6001271
252,"SWAMY VIVEKANANDA RURAL HIGH SCHOOL (CENTER-1),CHANDAPURA ANEKAL TALUK,BENGALURU SOUTH,",12.8001641,77.7052456
253,"SUBHASH MEMORIAL ENGLISH HIGH SCHOOL,NO. 3/3, 1ST CROSS, PADARAYANAPURA,BENGALURU,",13.0418686,77.5781344
254,"GOVT. GIRLS HIGH SCHOOL,LINK ROAD SESHADRIPURAM,BENGALURU NORTH,",12.9920048,77.5743553
255,"ANNI BESANT HIGH SCHOOL,90,91 12TH MAIN ROAD,SRINIVASANAGARA,SREE GANDHADDKAVALU PIPELINE",12.9705073,77.6436748
256,"GOVERNMENT HIGH SCHOOL,DOMLUR,BENGALURU SOUTH,",12.9595408,77.640242
257,"SAINT THERESA BACQ HIGH SCHOOL,BHYRATHI KHANDE,DODDAGUBBI,BENGALURU DISTRICT,",13.0541041,77.6476821
258,"RASTREEYA VIDYALAYA HIGH SCHOOL,NO,16/17, 3RD CROSS ROAD,,TATA SILK FARM,BENGALURU",12.932866,77.5719228
259,"HSLN KANNADA MED HIGH SCHOOL,HESARAGHATTA,BENGALURU NORTH,",12.9188765,77.5878364
260,"NEW PUBLIC ENGLISH SCHOOL,VIJAYANAGAR,BENGALURU SOUTH,",12.9756478,77.5423062
261,"SCHOENSTATT ST. MARY'S HIGH SCHOOL,,8TH MILE TUMAKURU ROAD,NAGASANDARA POST,,BENGALURU",13.0410692,77.5062729
262,"NEW CAMBRIDGE HIGH SCHOOL,RPC LAYOUT VIJAYANAGAR,BENGALURU SOUTH,",12.9658618,77.5418466
263,"ST.MARY'S ENGLISH SCHOOL,,PARIMALA NAGAR, DASANPURA,BENGALURU NORTH,",13.0776262,77.4283901
264,"GOVERNMENT HIGH SCHOOL,KENGERI SATTELLETE TOWN KENGERI,BENGALURU SOUTH,",12.9391035,77.4867879
265,"AMARAJYOTHI ENGLISH MEDIUM HIGH SCHOOL,DEVASANDRA, K.R.PURAM,BENGALURU,",13.0080843,77.699289
266,"DEENA SEVA HIGH SCHOOL,NO 260 KAMALNAGARA,BENGALURU,",12.9969983,77.5266619
267,"SRI SHARADA VIDYAMANDIRA ENG,HIGH SCHOOL,,COCONUT TREE ROAD,T DASARAHALLI BENGALURU",13.0437748,77.515056
268,"JNANA MARUTHI HIGH SCHOOL,NAGAVARA,,BENGALURU.,",13.0351011,77.6224042
269,"GOVERNMENT JUNIOR COLLEGE (CENTER-1),VARTHUR,BENGALURU SOUTH,",13.0313691,77.5291586
270,"GOVERNMENT HIGH SCHOOL,PRAKASHNAGAR,BENGALURU,",12.9923811,77.557736
271,"VIDYA JYOTHI ENGLISH MEDIUM HIGH SCHOOL,HONGASANDRA,BENGALURU DISTRICT,",12.8921638,77.6272249
272,"SHRI VIDYANIKETAN ENG H S,NO.724/9, SURVEY NO.9, BILISHIVALE,,DODDAGUBBI POST,,BIDARAHALLI HOBLI ,BENGALURU",13.0714911,77.674249
273,"SRI KAMALA NEHRU MAKKALA MANDIRA B.H.S.,NO.81, (SOUTH END ROAD), BASAVANGUDI,NITTUR SRINIVASA RAO ROAD,,BENGALURU SOUTH",12.9370646,77.5746673
274,"SRI NITYANANDA SWAMY HIGH SCHOOL (CENTER-1),JIGANI ANEKAL TALUK,BENGALURU SOUTH,",12.7876152,77.6337001
275,"VIDYANIKETHANA HIGH SCHOOL,SUNKADAKATTE,,BENGALURU,",12.9954511,77.5058393
276,"VIVEKAVARDHINI HIGH SCHOOL,PRAKASHNAGAR,BENGALURU NORTH,",12.995938,77.5557285
277,"R T NAGAR EDN TRUST HIGH SCHOOL,IST MAIN ROAD,,KANAKANAGAR,,BENGALURU.",13.0332491,77.6078825
278,"SRI CHANNAKESHAVASWAMY HIGH SCHOOL,SONDEKOPPA,BENGALURU NORTH,",13.003984,77.7047002
279,"VIJAYA BHARATHI HIGH SCHOOL,,BHUVANESHWARINAGAR, T.DASARAHALLI EXTN.,,BENGALURU NORTH,",13.0518139,77.5112737
280,"ANEKETHANA KISHORE KENDRA HIGH SCHOOL,NO 65 LAGGERE MAIN ROAD,LAGGERE,BENGALURU,",13.0098933,77.5222982
281,"C.M.A. BOYS HIGH SCHOOL,MOMINPURA, BEHIND MYSURU ROAD IDGAH,,MYSURU ROAD,BENGALURU",12.964263,77.571901
282,"DAFFODIALS ENGLISH MEDIUM HIGH SCHOOL,SANJAYANAGAR,BENGALURU DISTRICT,",13.03496,77.5789603
283,"S.V.P. HIGH SCHOOL (CENTER-1),SARJAPUR ANEKAL TALUK,BENGALURU SOUTH,",12.8620829,77.7838723
284,"SRIRAMA HIGH SCHOOL,V H GARDENS,,CHIKKABIDARAKALLU,NAGASANDRA POST ,BENGALURU",13.0459665,77.491192
285,"JNANODAYA ENG HIGH SCHOOL,SHAMBHAVI NAGARA,,PEENYA 2ND STG,,LAGGERE,",13.0143279,77.4879411
286,"K K HIGH SCHOOL,II MAIN ROAD , JAGAJEEVANARAMNAGAR,BENGALURU DISTRICT",12.9329995,77.7426678
287,"VIJAYA BHARATHI PUBLIC SCHOOL,KHB ROAD, MANORAYANAPALYA, RT NAGAR POST,BENGALURU NORTH,",13.0318543,77.6081315
288,"SYED ALI IMAM ORIENTAL HIGH SCHOOL,ILYASNAGAR,BENGALURU SOUTH",12.9067255,77.5688268
289,"CORPORATION GIRLS HIGH SCHOOL,KV.TEMPLE ST COTTONPET MANAVARTHPET,BENGALURU SOUTH,",12.970033,77.573317
290,"CORPORATION JUNIOR COLLEGE,KASTURIBANAGAR MYSURU ROAD,BENGALURU",12.9557506,77.5494926
291,"AMARAVANI HIGH SCHOOL,NO.01, 2ND MAIN ROAD,BEML LAYOUT,BENGALURU",12.9902932,77.5474333
292,"SAINT PHILOMINA ENGLISH MEDIUM H S,DODDABOMMASANDRA,BENGALURU DISTRICT,",13.0616683,77.5586499
293,"GOVERNMENT HIGH SCHOOL,KODIGEHALLI YELAHANKA HOBLI,BENGALURU NORTH,",13.0602332,77.5741939
294,"ST.JOHN HIGH SCHOOL,VIJAYANAGAR,BENGALURU SOUTH,",12.9657518,77.541272
295,"SAINT ANTHONY ENGLISH HIGH SCHOOL,,RAMAMOORTHY NAGARA,,BENGALURU,BENGALURU",13.0149684,77.6779387
296,"SRI VANI HIGH SCHOOL,2ND STAGE RAJAJINAGAR,BENGALURU NORTH,",13.0038418,77.5550793
297,"NOBLE SAINT ENGLISH SCHOOL,KHUSHAL NAGAR, K G HALLI,,BENGALURU NORTH,",13.0202822,77.6162745
298,"R V S HIGH SCHOOL,LAKSHMIDEVINAGAR,,NANDINI LAYOUT,,BENGALURU.",13.0178928,77.5276165
299,"CHINMAYA VIDYAMANDIRA HIGH SCHOOL,H S R LAYOUT, SECTOR 2,SAMASANDRAPALYA,NO.20/1, AGARA POST, BENGALURU",12.8994807,77.6518851
300,"APOLLO HIGH SCHOOL ,,GAJANANA NAGAR , HEGGANAHALLI CROSS,BENGALURU,",12.9977355,77.5046814
